"","p_val","avg_diff","pct.1","pct.2","cluster","gene"
"Plekhb21",1.01709759157222e-11,0.572674916293953,0.629,0.224,"20","Plekhb2"
"Akt2",1.15881582866524e-11,0.498252521337227,0.543,0.16,"20","Akt2"
"Gpx7",1.39385404646673e-11,0.381978834872086,0.257,0.026,"20","Gpx7"
"Pkd21",1.3960743577478e-11,0.424364537341647,0.314,0.045,"20","Pkd2"
"Bmpr22",1.40121375930894e-11,0.301591034006315,0.486,0.161,"20","Bmpr2"
"Ctdsp23",1.57690004162308e-11,0.514175387730371,0.6,0.2,"20","Ctdsp2"
"Tm9sf23",1.58155185011926e-11,0.47646037053161,0.671,0.263,"20","Tm9sf2"
"Cetn33",1.5979800997141e-11,0.556020926539964,0.671,0.265,"20","Cetn3"
"Tgfbr24",1.62782107094046e-11,0.332273769305337,0.6,0.233,"20","Tgfbr2"
"Klf46",1.6999734986417e-11,0.595029550053499,0.629,0.225,"20","Klf4"
"Prdx19",1.77099534133295e-11,0.408618621816977,0.914,0.703,"20","Prdx1"
"Tnks1bp1",1.85287790447189e-11,0.333546763361905,0.286,0.04,"20","Tnks1bp1"
"Aifm2",2.01193767303663e-11,0.344235774818959,0.286,0.037,"20","Aifm2"
"Myo1d1",2.22605710370123e-11,0.440165748316701,0.386,0.076,"20","Myo1d"
"Zfp771",2.2565737591033e-11,0.388415915137,0.371,0.072,"20","Zfp771"
"Iscu4",2.35189988260453e-11,0.639343347169354,0.757,0.401,"20","Iscu"
"Fzd41",2.57874341905871e-11,0.263343969532907,0.257,0.037,"20","Fzd4"
"Mpp5",2.70798748938306e-11,0.391960422060931,0.357,0.066,"20","Mpp5"
"Os9",2.84775294080706e-11,0.523673938414852,0.6,0.207,"20","Os9"
"Ilvbl",3.08577402794997e-11,0.399837971739947,0.329,0.053,"20","Ilvbl"
"Rprd1a",3.11146671555367e-11,0.378013696544776,0.286,0.038,"20","Rprd1a"
"Matr31",3.53848248736854e-11,0.366616527244801,0.671,0.289,"20","Matr3"
"Uqcr118",3.63234740809471e-11,0.52501533683575,0.943,0.708,"20","Uqcr11"
"Fkbp29",3.9038833700391e-11,0.570044873229195,0.757,0.378,"20","Fkbp2"
"Anxa512",4.15084295141813e-11,0.479700512339239,0.9,0.533,"20","Anxa5"
"Ttc283",4.16456343226881e-11,0.30021827791465,0.286,0.048,"20","Ttc28"
"Ppib5",4.49276945279812e-11,0.554848584312719,0.929,0.625,"20","Ppib"
"Vwa5a2",4.74233919496159e-11,0.522141786829205,0.486,0.133,"20","Vwa5a"
"Tceb2",5.27234294394376e-11,0.504546321470001,0.929,0.741,"20","Tceb2"
"Paics1",5.82978183073849e-11,0.57585521001363,0.586,0.217,"20","Paics"
"Lmo73",5.887020083601e-11,0.506733567559849,0.5,0.143,"20","Lmo7"
"Ndfip21",6.03944378535593e-11,0.424681250020821,0.529,0.164,"20","Ndfip2"
"Kif5b4",6.46110778360033e-11,0.571718785603706,0.829,0.467,"20","Kif5b"
"Atf51",6.64571526624205e-11,0.454842425379876,0.343,0.06,"20","Atf5"
"Zcchc241",6.94807285793911e-11,0.285123152287745,0.271,0.042,"20","Zcchc24"
"Slpi18",7.06819315613351e-11,1.20776878167549,0.729,0.392,"20","Slpi"
"Pttg12",7.34447872081997e-11,0.594593108181362,0.571,0.203,"20","Pttg1"
"Agtrap",7.46120402380556e-11,0.406732885566409,0.414,0.102,"20","Agtrap"
"Arl14",7.77622540499698e-11,0.543131777306722,0.686,0.294,"20","Arl1"
"Clpp",8.11183230210149e-11,0.346472302192375,0.457,0.133,"20","Clpp"
"Smpdl3a13",8.65215983163201e-11,0.401477469409385,0.843,0.471,"20","Smpdl3a"
"Rbfox2",8.8272900071567e-11,0.385828201832187,0.3,0.044,"20","Rbfox2"
"Rnf144b",9.20431490621766e-11,0.324077202322146,0.314,0.054,"20","Rnf144b"
"B4galt4",9.56803585291912e-11,0.25880986775067,0.257,0.037,"20","B4galt4"
"Lsr3",9.60578488156756e-11,0.541259756543642,0.529,0.165,"20","Lsr"
"Peak11",1.21712897520648e-10,0.341582603770662,0.3,0.06,"20","Peak1"
"Atp9a1",1.27663765469531e-10,0.346963059432531,0.3,0.048,"20","Atp9a"
"Arl5b",1.50884299679734e-10,0.336719434689674,0.286,0.043,"20","Arl5b"
"Add11",1.53061561534895e-10,0.541669526909435,0.543,0.179,"20","Add1"
"Camk2n12",1.55537440586101e-10,0.312884464742368,0.414,0.113,"20","Camk2n1"
"Cbx63",1.69830962725477e-10,0.522242105560886,0.443,0.113,"20","Cbx6"
"Ndufv34",1.76381593820946e-10,0.546699081382323,0.857,0.513,"20","Ndufv3"
"Pdlim52",1.79647806842119e-10,0.412158303494764,0.457,0.126,"20","Pdlim5"
"Tmem9",1.84213328881559e-10,0.389734472576719,0.314,0.063,"20","Tmem9"
"Gpi14",1.85687612927552e-10,0.581614037063936,0.843,0.511,"20","Gpi1"
"Gab1",2.13518221932917e-10,0.311903757219332,0.271,0.038,"20","Gab1"
"Ccng11",2.29933338870065e-10,0.588975013667139,0.5,0.16,"20","Ccng1"
"Phlda33",2.4063483694962e-10,0.486731143778324,0.357,0.075,"20","Phlda3"
"Nrp22",2.59833306506658e-10,0.289520525434807,0.343,0.081,"20","Nrp2"
"Sulf23",2.69071180250306e-10,0.468122868846843,0.514,0.164,"20","Sulf2"
"Rab12",2.77882219090185e-10,0.384450688952625,0.386,0.088,"20","Rab12"
"Ncstn",2.83856577972125e-10,0.390876185936213,0.443,0.119,"20","Ncstn"
"Ctnna110",2.95427346495934e-10,0.532320154726885,0.643,0.274,"20","Ctnna1"
"Fech",2.95520711574785e-10,0.442619536040096,0.329,0.065,"20","Fech"
"Tax1bp11",2.98758387608989e-10,0.491397442373197,0.786,0.405,"20","Tax1bp1"
"Rdm11",3.07170213177548e-10,0.301358066870777,0.357,0.082,"20","Rdm1"
"Mfhas1",3.21155387830463e-10,0.284824732622883,0.286,0.051,"20","Mfhas1"
"Glo1",3.30681653316897e-10,0.501165077647325,0.543,0.193,"20","Glo1"
"Eea12",3.35617604435663e-10,0.50903174062229,0.443,0.116,"20","Eea1"
"Echdc21",3.40563089048847e-10,0.369550214767368,0.257,0.033,"20","Echdc2"
"Fcor1",3.9432174318072e-10,0.530119118803758,0.386,0.088,"20","Fcor"
"Ano63",4.01801612343719e-10,0.579092385313293,0.543,0.205,"20","Ano6"
"Dfna5",4.04793433453903e-10,0.355363031207122,0.286,0.048,"20","Dfna5"
"Nptn3",4.04982530541403e-10,0.392845809397162,0.6,0.228,"20","Nptn"
"Lman13",4.34309338196626e-10,0.397442345357872,0.5,0.155,"20","Lman1"
"Emc104",4.70074780003074e-10,0.433756471208755,0.686,0.293,"20","Emc10"
"Pls34",5.3251233594002e-10,0.341224733863188,0.429,0.125,"20","Pls3"
"Sar1a1",5.51920492199187e-10,0.441670706706974,0.629,0.246,"20","Sar1a"
"Dnajc10",5.97792852872933e-10,0.453572596327388,0.414,0.114,"20","Dnajc10"
"Tbc1d2b",6.26653573210875e-10,0.372033642155326,0.314,0.058,"20","Tbc1d2b"
"Mitd1",6.76170736174548e-10,0.250137837043991,0.429,0.143,"20","Mitd1"
"Lmna10",6.93964760206308e-10,0.280625076277888,0.571,0.239,"20","Lmna"
"Idh23",6.98092133652592e-10,0.533680947006427,0.557,0.202,"20","Idh2"
"Hsp90aa16",7.21611120506417e-10,0.480036712201558,0.857,0.584,"20","Hsp90aa1"
"Uqcrc13",7.78650319148457e-10,0.289827314895558,0.671,0.314,"20","Uqcrc1"
"Aes4",8.00471010557326e-10,0.596680119164478,0.714,0.414,"20","Aes"
"Rab7b2",8.18509928107487e-10,0.367079026456551,0.314,0.061,"20","Rab7b"
"Ift431",8.32593842585922e-10,0.302858007015117,0.314,0.066,"20","Ift43"
"Esyt21",9.72642325768497e-10,0.372271044460754,0.429,0.121,"20","Esyt2"
"Arhgap21",1.03499598934747e-09,0.33974742134538,0.286,0.046,"20","Arhgap21"
"Ndufs72",1.03503630531055e-09,0.498696534982021,0.786,0.419,"20","Ndufs7"
"Klf214",1.04205614794461e-09,0.333493958847373,0.757,0.389,"20","Klf2"
"Endod11",1.05422554122998e-09,0.394247832986175,0.3,0.054,"20","Endod1"
"Hmgn34",1.06020791858427e-09,0.275122507390181,0.286,0.055,"20","Hmgn3"
"Ppp5c",1.08048718107374e-09,0.251182899154568,0.371,0.111,"20","Ppp5c"
"Myl12a5",1.21893562781154e-09,0.497663576545176,0.914,0.746,"20","Myl12a"
"Rab183",1.29346478142233e-09,0.422243103044582,0.643,0.266,"20","Rab18"
"Tfdp2",1.33745931285502e-09,0.374938014835798,0.3,0.052,"20","Tfdp2"
"Vezf12",1.4061509166907e-09,0.385042100878519,0.5,0.166,"20","Vezf1"
"Ndufv1",1.46890178917264e-09,0.426704320574649,0.543,0.189,"20","Ndufv1"
"Spcs24",1.47661995617615e-09,0.522783770191091,0.829,0.482,"20","Spcs2"
"Chpt13",1.68524203352614e-09,0.531262630066341,0.443,0.134,"20","Chpt1"
"Aga",1.72448023857368e-09,0.428847436793504,0.371,0.084,"20","Aga"
"Cep170b1",1.7344461620049e-09,0.387776174989476,0.314,0.058,"20","Cep170b"
"Pelp1",1.8210492667939e-09,0.310288507989201,0.257,0.037,"20","Pelp1"
"Fam63b1",1.86576975365402e-09,0.341903586545153,0.5,0.177,"20","Fam63b"
"Flnb",1.89813912477401e-09,0.326169058272573,0.271,0.043,"20","Flnb"
"Cnpy27",1.91025171587186e-09,0.560474951449648,0.671,0.336,"20","Cnpy2"
"Lmo12",1.92034184699377e-09,0.300928842080225,0.257,0.043,"20","Lmo1"
"Isyna1",2.01300833740695e-09,0.430688925199714,0.443,0.127,"20","Isyna1"
"Ext2",2.07844490892072e-09,0.443192121008908,0.386,0.092,"20","Ext2"
"Socs215",2.39416857821156e-09,0.290932514264175,0.6,0.265,"20","Socs2"
"Fam110a",2.39450628346117e-09,0.334694418015983,0.314,0.065,"20","Fam110a"
"Tcea32",2.39812405129485e-09,0.422798967333398,0.443,0.127,"20","Tcea3"
"Stt3a1",2.54793241585891e-09,0.34828438723451,0.543,0.205,"20","Stt3a"
"1110012L19Rik",2.92822084720218e-09,0.330339009572783,0.314,0.062,"20","1110012L19Rik"
"Man2b113",2.96659005469711e-09,0.43959737415002,0.643,0.272,"20","Man2b1"
"Morf4l25",3.17329322363378e-09,0.444374983768384,0.657,0.282,"20","Morf4l2"
"Swi52",3.66845605375053e-09,0.480079331125543,0.857,0.512,"20","Swi5"
"Anxa119",3.84194404797421e-09,0.35374633515539,0.571,0.229,"20","Anxa11"
"Ralbp13",3.87209200819394e-09,0.477481637332556,0.8,0.434,"20","Ralbp1"
"Tmem263",4.26329989178119e-09,0.327435531821557,0.257,0.038,"20","Tmem263"
"Hsbp12",4.51615486432241e-09,0.459121370014036,0.8,0.459,"20","Hsbp1"
"Mroh1",4.67714011911888e-09,0.273998997541826,0.343,0.087,"20","Mroh1"
"Eif4g32",4.75153017795036e-09,0.355306819908407,0.543,0.21,"20","Eif4g3"
"Col4a14",4.88717637016035e-09,0.252061600792707,0.414,0.139,"20","Col4a1"
"Anxa7",5.24282317065714e-09,0.46446355071096,0.586,0.228,"20","Anxa7"
"Zfp664",5.27639002324271e-09,0.331714375347211,0.386,0.104,"20","Zfp664"
"Usp251",5.31317500117881e-09,0.295478650267524,0.471,0.168,"20","Usp25"
"Atp5g33",5.47296643528977e-09,0.503527182489139,0.843,0.547,"20","Atp5g3"
"Clip1",5.54195288900374e-09,0.379307720460952,0.457,0.146,"20","Clip1"
"Strn31",5.67840982239908e-09,0.309228718520082,0.471,0.17,"20","Strn3"
"Psip11",5.92313200554277e-09,0.416337885376624,0.414,0.118,"20","Psip1"
"Sfxn1",5.96382568590924e-09,0.461054224542351,0.443,0.13,"20","Sfxn1"
"Ap2b11",6.18399029073041e-09,0.276665021022094,0.614,0.284,"20","Ap2b1"
"Ap2a29",6.217470217925e-09,0.443323507785205,0.629,0.264,"20","Ap2a2"
"Morf4l12",6.45483208681962e-09,0.443376007692841,0.943,0.71,"20","Morf4l1"
"Carhsp13",6.50026859525859e-09,0.359254710788646,0.443,0.14,"20","Carhsp1"
"Pla2g4a1",6.51292095221063e-09,0.367648908586744,0.286,0.051,"20","Pla2g4a"
"Pdha11",6.56924589287111e-09,0.423560244710088,0.529,0.188,"20","Pdha1"
"B4galt61",6.57900080680748e-09,0.271720749582205,0.257,0.048,"20","B4galt6"
"Decr1",6.63706192868663e-09,0.372898623300135,0.314,0.062,"20","Decr1"
"Tm2d3",6.79410179997437e-09,0.346853657582397,0.443,0.138,"20","Tm2d3"
"Isoc1",7.00002722790634e-09,0.373662638333256,0.3,0.059,"20","Isoc1"
"Osbpl5",7.01348668050697e-09,0.371290847140388,0.286,0.05,"20","Osbpl5"
"Tacc21",7.20271229405446e-09,0.287028960367392,0.3,0.063,"20","Tacc2"
"Thsd4",7.72458905233857e-09,0.267669701233543,0.257,0.043,"20","Thsd4"
"Cdc42bpb1",8.14355421181606e-09,0.272829621252142,0.314,0.073,"20","Cdc42bpb"
"Pgrmc21",8.38809912848333e-09,0.329673686208679,0.343,0.08,"20","Pgrmc2"
"Ddost3",8.98282134514297e-09,0.514161790667154,0.7,0.34,"20","Ddost"
"Cdkn1a6",9.27273956071331e-09,0.829699464366109,0.4,0.212,"20","Cdkn1a"
"Uqcrb7",1.00222210497516e-08,0.492188687308152,0.9,0.623,"20","Uqcrb"
"Rock24",1.00914367143228e-08,0.486905967485703,0.5,0.17,"20","Rock2"
"Actn45",1.01700637634382e-08,0.567117228328198,0.614,0.294,"20","Actn4"
"Tnfrsf12a1",1.03224605722544e-08,0.284897568319907,0.286,0.06,"20","Tnfrsf12a"
"Stub12",1.06704929591179e-08,0.414914375142945,0.643,0.283,"20","Stub1"
"Spry2",1.10406032484303e-08,0.272265157669287,0.3,0.069,"20","Spry2"
"Smarca23",1.16024409646152e-08,0.331221524350708,0.486,0.182,"20","Smarca2"
"Mettl92",1.24372631238091e-08,0.268129162205246,0.514,0.221,"20","Mettl9"
"Dynll24",1.29445470687013e-08,0.476003483804376,0.557,0.217,"20","Dynll2"
"Sh2d4a",1.4027646037559e-08,0.296898934078571,0.271,0.047,"20","Sh2d4a"
"Cfdp13",1.4546592907472e-08,0.442694574557447,0.629,0.277,"20","Cfdp1"
"Slc12a4",1.45993329010831e-08,0.348072524014098,0.257,0.041,"20","Slc12a4"
"Cdk16",1.46380552287296e-08,0.360362087412414,0.343,0.083,"20","Cdk16"
"Selk5",1.55122907508697e-08,0.464173109004077,0.914,0.655,"20","Selk"
"Etf1",1.71892680904879e-08,0.298268885726162,0.514,0.21,"20","Etf1"
"Tusc31",1.7274735088036e-08,0.284629304097313,0.486,0.184,"20","Tusc3"
"Ifnar23",1.74503249850661e-08,0.387123716290384,0.557,0.222,"20","Ifnar2"
"Tshz1",1.80141659399288e-08,0.34016383479901,0.343,0.087,"20","Tshz1"
"Ube2e31",1.85130811741139e-08,0.401093762666584,0.471,0.168,"20","Ube2e3"
"Skp1a3",1.87942118890459e-08,0.401060121141628,0.671,0.311,"20","Skp1a"
"Tmem1071",1.88638577996343e-08,0.329703509737765,0.3,0.065,"20","Tmem107"
"Ginm11",1.90317718673015e-08,0.381660555954522,0.443,0.14,"20","Ginm1"
"2510002D24Rik",1.91738490320403e-08,0.363633546240828,0.4,0.117,"20","2510002D24Rik"
"Ptgfrn5",1.92853180752786e-08,0.388764957304917,0.486,0.172,"20","Ptgfrn"
"Lzts2",1.95684315418003e-08,0.304113394881774,0.3,0.062,"20","Lzts2"
"Lnx2",2.0981906928667e-08,0.293623006029179,0.257,0.045,"20","Lnx2"
"Svip",2.11524119648165e-08,0.359315257631016,0.343,0.084,"20","Svip"
"Tgm25",2.17390151362477e-08,0.429808284293032,0.457,0.153,"20","Tgm2"
"Leprot4",2.27955167484193e-08,0.461602691181494,0.529,0.205,"20","Leprot"
"Mylip",2.34216009542553e-08,0.319946788928114,0.343,0.095,"20","Mylip"
"Atf2",2.65429530561402e-08,0.322753501319094,0.371,0.106,"20","Atf2"
"Rbbp81",2.70213881969701e-08,0.305665602259822,0.3,0.065,"20","Rbbp8"
"Vapb",2.79711435630996e-08,0.269089830524898,0.486,0.19,"20","Vapb"
"P4ha11",2.87496688944483e-08,0.350482038466231,0.457,0.158,"20","P4ha1"
"Jund3",2.93136274433616e-08,0.353358035166308,0.8,0.506,"20","Jund"
"Man2b2",2.95870816902551e-08,0.356930962262567,0.286,0.058,"20","Man2b2"
"Ddb1",3.24425173434288e-08,0.414786773343493,0.514,0.191,"20","Ddb1"
"Nisch5",3.3144063765661e-08,0.519585975397638,0.629,0.284,"20","Nisch"
"Megf9",3.64844358636509e-08,0.37456981293631,0.329,0.08,"20","Megf9"
"Vamp54",3.77397795217087e-08,0.411448338156347,0.457,0.156,"20","Vamp5"
"Ei24",3.82303241756072e-08,0.438685921844745,0.471,0.161,"20","Ei24"
"Pja2",3.84550700344116e-08,0.349389247752061,0.386,0.116,"20","Pja2"
"Acadm1",3.90830706594501e-08,0.362998352846946,0.5,0.186,"20","Acadm"
"Chst12",3.97952345912913e-08,0.328916271891969,0.371,0.111,"20","Chst12"
"Sfxn3",4.12324081895325e-08,0.356266134268388,0.386,0.111,"20","Sfxn3"
"Prr15l2",4.14596752145923e-08,0.283330370199503,0.457,0.177,"20","Prr15l"
"Sec631",4.42461226689591e-08,0.388063564854857,0.471,0.162,"20","Sec63"
"Ankrd13c",4.51321771046526e-08,0.312165589333136,0.386,0.115,"20","Ankrd13c"
"Med281",4.56502036793819e-08,0.482782902260548,0.686,0.342,"20","Med28"
"Rdx6",4.77264922481157e-08,0.422853772925557,0.743,0.384,"20","Rdx"
"Tpi12",5.0248675608616e-08,0.479961912338533,0.671,0.324,"20","Tpi1"
"Csde12",5.05579137428267e-08,0.383772494765782,0.786,0.433,"20","Csde1"
"Sox43",5.32112531949096e-08,0.355200855516142,0.357,0.096,"20","Sox4"
"Ptov12",5.39538429243283e-08,0.376550195181094,0.386,0.11,"20","Ptov1"
"Tubb2a5",5.7480311797379e-08,0.505136273959014,0.357,0.095,"20","Tubb2a"
"Hdlbp1",6.00878157475993e-08,0.490936364238413,0.557,0.234,"20","Hdlbp"
"Manbal",6.15767736433436e-08,0.384740327453422,0.4,0.121,"20","Manbal"
"Ninj12",6.18163910423676e-08,0.327107780384773,0.443,0.161,"20","Ninj1"
"Pef1",6.25164821068804e-08,0.412183195276596,0.371,0.101,"20","Pef1"
"Pdcd6ip4",6.35405895081161e-08,0.330560334948721,0.657,0.316,"20","Pdcd6ip"
"Glt8d1",6.37449815414245e-08,0.251709170377216,0.271,0.057,"20","Glt8d1"
"Zadh2",6.48113973988959e-08,0.321496280082362,0.314,0.073,"20","Zadh2"
"Rbms17",6.5383867215285e-08,0.475061041042006,0.786,0.46,"20","Rbms1"
"Uqcr103",6.62942363102336e-08,0.439970664625006,0.857,0.675,"20","Uqcr10"
"Rab341",6.65896255313358e-08,0.356357109099378,0.257,0.047,"20","Rab34"
"Fzd7",6.67933771970745e-08,0.340820229168218,0.271,0.052,"20","Fzd7"
"Tmem1473",7.21160657440242e-08,0.398929785407085,0.657,0.308,"20","Tmem147"
"Ptch11",7.6577539978021e-08,0.400491688097986,0.257,0.046,"20","Ptch1"
"H2afv3",8.02499985656928e-08,0.277490386577315,0.743,0.41,"20","H2afv"
"Efnb12",8.11859336906599e-08,0.313122181078026,0.286,0.064,"20","Efnb1"
"Carkd2",8.15827023683762e-08,0.377601074968084,0.5,0.186,"20","Carkd"
"Rab1a9",8.47216298661927e-08,0.364525974823021,0.757,0.406,"20","Rab1a"
"Pebp16",8.94912453800187e-08,0.36641175960407,0.757,0.412,"20","Pebp1"
"Sptan12",8.97546968638638e-08,0.330620838759562,0.5,0.195,"20","Sptan1"
"Cyp20a1",8.97724369525903e-08,0.275637873927906,0.286,0.064,"20","Cyp20a1"
"Yif1b2",9.10569184570585e-08,0.362853442944773,0.429,0.145,"20","Yif1b"
"Ptprg2",9.20726481025193e-08,0.254787908126016,0.257,0.055,"20","Ptprg"
"1110001J03Rik1",9.28357230860436e-08,0.452703756172492,0.557,0.228,"20","1110001J03Rik"
"Kdelr22",9.69154548031596e-08,0.438666733356258,0.543,0.233,"20","Kdelr2"
"Raph14",9.95072605349684e-08,0.452762140672397,0.457,0.157,"20","Raph1"
"Gabpa",1.06825488004363e-07,0.283331088849006,0.286,0.068,"20","Gabpa"
"Rasl11a3",1.09184597560037e-07,0.305484966927329,0.4,0.138,"20","Rasl11a"
"Echs15",1.11822301009715e-07,0.377528850296633,0.614,0.277,"20","Echs1"
"Aldoa8",1.13741145135022e-07,0.414591199964526,0.929,0.676,"20","Aldoa"
"Bnip23",1.15329241203647e-07,0.342345052605175,0.6,0.274,"20","Bnip2"
"H137",1.16575208178917e-07,0.303674110601585,0.7,0.364,"20","H13"
"Cpne34",1.17518528475133e-07,0.263720121613958,0.571,0.276,"20","Cpne3"
"Canx7",1.19069077331849e-07,0.494266326500596,0.8,0.494,"20","Canx"
"Celf29",1.20528996018988e-07,0.562312577463714,0.743,0.432,"20","Celf2"
"Prkar1a4",1.21614816656572e-07,0.405683056990033,0.714,0.371,"20","Prkar1a"
"Sdf2l112",1.27127741988036e-07,0.51599573113179,0.629,0.291,"20","Sdf2l1"
"Cdc42ep310",1.31979926882916e-07,0.333471373568798,0.643,0.31,"20","Cdc42ep3"
"Ppic3",1.33379857643148e-07,0.283763075026458,0.429,0.158,"20","Ppic"
"Fndc3b2",1.34394752170122e-07,0.409640473189299,0.429,0.139,"20","Fndc3b"
"Plxnb23",1.41929412179077e-07,0.350972470822889,0.5,0.195,"20","Plxnb2"
"Dynll17",1.43560036958286e-07,0.391071079783088,0.929,0.79,"20","Dynll1"
"Tmod32",1.45926797172038e-07,0.462505733799712,0.557,0.23,"20","Tmod3"
"Cdk61",1.51154684144293e-07,0.407102812031862,0.357,0.097,"20","Cdk6"
"Usp501",1.53980953246902e-07,0.497962414804298,0.614,0.295,"20","Usp50"
"Gga2",1.57107589989515e-07,0.280155756707083,0.3,0.078,"20","Gga2"
"Lims15",1.64633847168904e-07,0.276205410152287,0.529,0.234,"20","Lims1"
"Kdelr12",1.67840253866602e-07,0.276920309825781,0.629,0.31,"20","Kdelr1"
"Ankrd401",1.71119361521151e-07,0.271158893097815,0.4,0.138,"20","Ankrd40"
"Morn21",1.71673259976329e-07,0.289169406832553,0.271,0.056,"20","Morn2"
"Trp53bp21",1.80640941094117e-07,0.263312989519808,0.3,0.079,"20","Trp53bp2"
"Ywhaq3",1.80793662936133e-07,0.498196738455286,0.757,0.46,"20","Ywhaq"
"AY0361184",1.84511053094973e-07,0.435204977464881,0.843,0.513,"20","AY036118"
"Anapc1",1.86167526275785e-07,0.280684209871009,0.314,0.087,"20","Anapc1"
"Spata131",1.93769648523485e-07,0.300749167359561,0.3,0.079,"20","Spata13"
"Pkn23",1.99142547282841e-07,0.279162727580221,0.486,0.2,"20","Pkn2"
"Vps13a",2.03925856961743e-07,0.278004673831024,0.271,0.064,"20","Vps13a"
"Foxj2",2.14828255973659e-07,0.388940846828777,0.357,0.101,"20","Foxj2"
"Ppp1cb2",2.22463295982066e-07,0.508176999043932,0.629,0.307,"20","Ppp1cb"
"Cept1",2.23154472353546e-07,0.46216358994997,0.5,0.197,"20","Cept1"
"Sec61g6",2.26234640095336e-07,0.363396167665446,0.971,0.852,"20","Sec61g"
"Phf10",2.26393822151482e-07,0.298906524801717,0.286,0.068,"20","Phf10"
"Psmc5",2.28909334596292e-07,0.418786814032123,0.514,0.203,"20","Psmc5"
"Tex2641",2.32660522352378e-07,0.336972799092101,0.429,0.147,"20","Tex264"
"Pigp2",2.35756581588643e-07,0.41016119485138,0.5,0.191,"20","Pigp"
"Eci11",2.37175277478555e-07,0.340692189244722,0.471,0.176,"20","Eci1"
"Calm17",2.38788736687369e-07,0.388553846915078,0.971,0.892,"20","Calm1"
"Commd1",2.49673556492427e-07,0.399914764502789,0.514,0.202,"20","Commd1"
"Klf68",2.63273418054227e-07,0.522243003045446,0.714,0.391,"20","Klf6"
"Tmed109",2.63870002467224e-07,0.480632129415872,0.8,0.546,"20","Tmed10"
"Krcc14",2.64894041914778e-07,0.38947398895774,0.671,0.353,"20","Krcc1"
"Mesdc21",2.69884571410485e-07,0.388456390851424,0.371,0.109,"20","Mesdc2"
"Ybx33",3.44046695030995e-07,0.460296093657904,0.443,0.156,"20","Ybx3"
"Odc11",3.47681718203037e-07,0.25188702375504,0.386,0.138,"20","Odc1"
"Emc74",3.49172145108123e-07,0.529781963112513,0.6,0.312,"20","Emc7"
"Raly4",3.50856460492664e-07,0.250543885685965,0.743,0.427,"20","Raly"
"Gspt1",3.72823704865471e-07,0.274541227326918,0.414,0.155,"20","Gspt1"
"Tmem120a",3.73074673873741e-07,0.301619388750579,0.314,0.085,"20","Tmem120a"
"Cox202",3.79509361324073e-07,0.437844583580134,0.586,0.261,"20","Cox20"
"Trappc2l5",3.8482161031463e-07,0.40708013232409,0.6,0.334,"20","Trappc2l"
"Capns15",3.89723664088312e-07,0.496118065206588,0.786,0.523,"20","Capns1"
"Ndufs1",4.013307654996e-07,0.345806957265766,0.371,0.112,"20","Ndufs1"
"Mocs22",4.14733288631189e-07,0.262888684770445,0.357,0.12,"20","Mocs2"
"Spr1",4.2874202222286e-07,0.464682272892554,0.514,0.21,"20","Spr"
"Phactr21",4.75859731338058e-07,0.288776924342773,0.329,0.094,"20","Phactr2"
"Pura5",4.84133903122121e-07,0.37145347350468,0.557,0.258,"20","Pura"
"Ppp1r14b2",4.84775581410308e-07,0.31364397710988,0.429,0.158,"20","Ppp1r14b"
"Nucks13",4.92579986195356e-07,0.346460344916405,0.614,0.295,"20","Nucks1"
"Asph2",4.97135133005334e-07,0.324654515516993,0.371,0.118,"20","Asph"
"Sfr13",4.99830282360809e-07,0.286615855173584,0.671,0.354,"20","Sfr1"
"Mrps62",5.62886722185384e-07,0.385387797041905,0.371,0.112,"20","Mrps6"
"Ehd13",5.68146946036371e-07,0.259008856274739,0.386,0.143,"20","Ehd1"
"Dennd5a2",6.08601582605338e-07,0.293452931917974,0.443,0.176,"20","Dennd5a"
"Flot12",6.2890732965709e-07,0.266686958089893,0.443,0.177,"20","Flot1"
"Bloc1s1",6.52779664670959e-07,0.385928950402678,0.5,0.2,"20","Bloc1s1"
"Ahcyl1",6.62879908610301e-07,0.312653411561559,0.343,0.1,"20","Ahcyl1"
"Jkamp1",7.03279946302617e-07,0.343726866564078,0.357,0.111,"20","Jkamp"
"Mdh22",7.34465674431632e-07,0.478703033103021,0.714,0.441,"20","Mdh2"
"Dync1h13",7.48172650866693e-07,0.438588047709195,0.5,0.211,"20","Dync1h1"
"Perp2",7.5010774772544e-07,0.270175440245582,0.314,0.091,"20","Perp"
"Spryd7",7.51219764799243e-07,0.262514332266727,0.257,0.059,"20","Spryd7"
"Park74",7.58488610503845e-07,0.446527102222003,0.771,0.475,"20","Park7"
"Ptpn111",7.66961112932349e-07,0.305615167480813,0.386,0.129,"20","Ptpn11"
"Dstn13",7.69828896603498e-07,0.308197284856827,0.914,0.624,"20","Dstn"
"Tmed41",7.79838688393431e-07,0.295227686770859,0.371,0.121,"20","Tmed4"
"Mcee1",7.83726403998937e-07,0.316078137560944,0.457,0.176,"20","Mcee"
"Per1",7.96044921481236e-07,0.281024910542712,0.3,0.08,"20","Per1"
"Rab6a4",7.97311477104512e-07,0.376198080662195,0.6,0.284,"20","Rab6a"
"Sypl10",7.99006769800381e-07,0.344280967892358,0.671,0.347,"20","Sypl"
"Rpn25",8.13249015799217e-07,0.438291767484993,0.714,0.401,"20","Rpn2"
