"","p_val","avg_diff","pct.1","pct.2","cluster","gene"
"0610011F06Rik1",8.35051240612613e-07,0.276415100330575,0.386,0.135,"20","0610011F06Rik"
"Tmem43",8.36228154870573e-07,0.406891145069646,0.4,0.133,"20","Tmem43"
"Atp5j3",8.41437388355284e-07,0.401045193611457,0.9,0.734,"20","Atp5j"
"Slc31a21",8.76876892301661e-07,0.268562834451292,0.329,0.103,"20","Slc31a2"
"Rhoa4",9.60939441851193e-07,0.373182830467707,0.957,0.763,"20","Rhoa"
"Atp5b2",1.00400992150298e-06,0.370367862631548,0.914,0.698,"20","Atp5b"
"Ampd3",1.05613752607975e-06,0.25970712374278,0.257,0.064,"20","Ampd3"
"Slirp1",1.07354752668974e-06,0.250633112725248,0.657,0.354,"20","Slirp"
"Arid4b",1.07873423067872e-06,0.296311362408949,0.529,0.239,"20","Arid4b"
"Sil1",1.08820532174418e-06,0.267867170185557,0.271,0.066,"20","Sil1"
"Prkcsh",1.09540581937448e-06,0.282605904218313,0.429,0.165,"20","Prkcsh"
"Ndufc16",1.15298941689198e-06,0.376157948265863,0.814,0.505,"20","Ndufc1"
"Pacsin2",1.1593064974779e-06,0.329733490773283,0.386,0.136,"20","Pacsin2"
"Rheb4",1.22748328814052e-06,0.391324994794928,0.714,0.39,"20","Rheb"
"Jup3",1.24969858211737e-06,0.333377332159951,0.457,0.181,"20","Jup"
"Naa382",1.32860193628046e-06,0.453473249233968,0.643,0.338,"20","Naa38"
"Klf138",1.33119936921927e-06,0.271552742611304,0.7,0.391,"20","Klf13"
"Tmco110",1.33901830693743e-06,0.417085035690171,0.743,0.427,"20","Tmco1"
"Aff4",1.37830421657025e-06,0.294528464291344,0.414,0.154,"20","Aff4"
"Bad",1.54655818449775e-06,0.346331845690332,0.5,0.209,"20","Bad"
"Fyttd1",1.55243000749815e-06,0.262256601990829,0.343,0.111,"20","Fyttd1"
"Prrc1",1.59020260514359e-06,0.322282828540838,0.314,0.088,"20","Prrc1"
"Oxct14",1.65217946713578e-06,0.27644916185329,0.514,0.237,"20","Oxct1"
"Lrba2",1.70580352623478e-06,0.28524772515861,0.257,0.057,"20","Lrba"
"Prr1313",1.76814200806237e-06,0.253023077611638,0.857,0.599,"20","Prr13"
"Magt14",1.77291149067752e-06,0.390989737035939,0.571,0.263,"20","Magt1"
"Plec2",1.77452611081074e-06,0.253954750539455,0.457,0.2,"20","Plec"
"Ndufa122",1.77851484127433e-06,0.400019787279713,0.643,0.33,"20","Ndufa12"
"Chchd7",1.87254533762289e-06,0.361513866760323,0.414,0.148,"20","Chchd7"
"Srpr3",1.87890465925374e-06,0.25072432774834,0.443,0.185,"20","Srpr"
"Mdh12",1.94661949044166e-06,0.382575705850244,0.643,0.326,"20","Mdh1"
"Rbx11",2.05911352180253e-06,0.318581462085536,0.886,0.609,"20","Rbx1"
"Fam102b",2.08684507195633e-06,0.373187100539909,0.371,0.123,"20","Fam102b"
"Ssr37",2.17941754985855e-06,0.455449321675578,0.657,0.354,"20","Ssr3"
"Ndufb42",2.4382137583746e-06,0.388446885418395,0.771,0.468,"20","Ndufb4"
"Sigmar11",2.49569958920124e-06,0.314154998421654,0.343,0.108,"20","Sigmar1"
"Sept73",2.531231102996e-06,0.466564390996903,0.671,0.378,"20","Sept7"
"Cope3",2.54869922949519e-06,0.473421289240872,0.643,0.35,"20","Cope"
"Ndufs4",2.66076968664903e-06,0.282210529164999,0.586,0.294,"20","Ndufs4"
"Sec31a1",2.9055084774824e-06,0.277974000228635,0.414,0.16,"20","Sec31a"
"Nav22",2.91011130311493e-06,0.282783796504078,0.386,0.143,"20","Nav2"
"2810428I15Rik2",2.99132071046208e-06,0.346265387345493,0.6,0.304,"20","2810428I15Rik"
"Isca2",3.00594066147478e-06,0.370027979246673,0.357,0.113,"20","Isca2"
"Med21",3.11503353683441e-06,0.318134308680016,0.414,0.156,"20","Med21"
"Rps27l8",3.15179151064658e-06,0.376161088509101,0.943,0.729,"20","Rps27l"
"Gtf2h51",3.19007738543553e-06,0.340998420885847,0.643,0.335,"20","Gtf2h5"
"Prdx25",3.19790948090386e-06,0.434360037175938,0.771,0.492,"20","Prdx2"
"Sap18",3.2103425752959e-06,0.455917229949685,0.614,0.319,"20","Sap18"
"Acaa21",3.22477365549754e-06,0.272686799723358,0.457,0.198,"20","Acaa2"
"Cox7a26",3.26442651684872e-06,0.367186809441989,0.943,0.746,"20","Cox7a2"
"Ptbp1",3.2735383507174e-06,0.276737189187387,0.443,0.182,"20","Ptbp1"
"Fam168b1",3.31721657861773e-06,0.345362091717575,0.486,0.205,"20","Fam168b"
"Chchd25",3.50122735975358e-06,0.292256238500367,0.986,0.868,"20","Chchd2"
"Aamp1",3.56885242529453e-06,0.337899359590212,0.6,0.3,"20","Aamp"
"Fam173a1",3.61197766869222e-06,0.284935833966562,0.529,0.247,"20","Fam173a"
"Ndufa133",3.63813852494531e-06,0.315549531391335,0.886,0.68,"20","Ndufa13"
"Ywhae6",3.70163799376139e-06,0.425553159800328,0.829,0.601,"20","Ywhae"
"Mcfd21",3.73931962970719e-06,0.267961696088284,0.443,0.185,"20","Mcfd2"
"Ubr5",3.80266859659335e-06,0.365878121472254,0.343,0.106,"20","Ubr5"
"Dync2li11",3.95891345923948e-06,0.313231412134237,0.257,0.061,"20","Dync2li1"
"Hyou1",4.53332916585731e-06,0.260643870820987,0.286,0.082,"20","Hyou1"
"Gls2",4.88686720392026e-06,0.339770072152172,0.429,0.177,"20","Gls"
"Pigk",4.98142996948078e-06,0.290782836571493,0.314,0.104,"20","Pigk"
"Hadhb1",5.1714839398871e-06,0.296036995230026,0.471,0.204,"20","Hadhb"
"Pja1",5.35452157346799e-06,0.278987145339104,0.271,0.074,"20","Pja1"
"Bcap312",5.44805510803367e-06,0.296315769629086,0.629,0.331,"20","Bcap31"
"Srgap2",5.62881632284597e-06,0.295397133089375,0.3,0.089,"20","Srgap2"
"Smim112",5.63289603691277e-06,0.372669631631588,0.643,0.339,"20","Smim11"
"Ssr44",5.64816591734045e-06,0.436399665778559,0.8,0.554,"20","Ssr4"
"Arl31",5.79186603644096e-06,0.343886730738933,0.414,0.156,"20","Arl3"
"Slc44a22",5.85688672039055e-06,0.256227782548492,0.414,0.188,"20","Slc44a2"
"Tmem1606",5.89620267340273e-06,0.378055767494144,0.729,0.438,"20","Tmem160"
"Pdzd11",6.07149445058822e-06,0.267273387277833,0.329,0.107,"20","Pdzd11"
"Hmgb19",6.33460837650208e-06,0.376750592968714,0.886,0.686,"20","Hmgb1"
"Egln1",6.4056044096327e-06,0.259448696901709,0.329,0.109,"20","Egln1"
"St3gal51",7.03105042908319e-06,0.282890905543524,0.3,0.091,"20","St3gal5"
"1810037I17Rik7",7.5791809053826e-06,0.388260345651091,0.829,0.554,"20","1810037I17Rik"
"Atad1",7.61316298872401e-06,0.285288186016294,0.329,0.108,"20","Atad1"
"Smim147",7.69490528446343e-06,0.274664919997374,0.743,0.472,"20","Smim14"
"Pgam13",7.7435120812526e-06,0.257098590908687,0.629,0.345,"20","Pgam1"
"Ndufa111",8.11172517795012e-06,0.342510437547011,0.714,0.412,"20","Ndufa11"
"Tspo9",8.7174879534994e-06,0.314809660663067,0.929,0.71,"20","Tspo"
"Aldh6a1",8.83154660048785e-06,0.285438469646702,0.257,0.07,"20","Aldh6a1"
"Nmi",8.84486663117568e-06,0.280276442739212,0.343,0.126,"20","Nmi"
"Chmp33",9.07515704428563e-06,0.304982747083715,0.6,0.313,"20","Chmp3"
"Psmc21",9.26516683591847e-06,0.325111735521377,0.414,0.162,"20","Psmc2"
"Mrps141",9.65219918310697e-06,0.337958538263499,0.686,0.384,"20","Mrps14"
"Sucla2",9.71369090063024e-06,0.28639491388069,0.357,0.13,"20","Sucla2"
"Vcp3",9.74576121794017e-06,0.358869594233144,0.714,0.413,"20","Vcp"
"Hnrnpr2",9.77890321783275e-06,0.271912092800881,0.5,0.237,"20","Hnrnpr"
"Ech15",9.8497443665518e-06,0.332247836478371,0.557,0.27,"20","Ech1"
"Sec23ip",9.9674238338848e-06,0.28044988810469,0.286,0.086,"20","Sec23ip"
"Golgb11",1.03054387826776e-05,0.288842809341251,0.543,0.268,"20","Golgb1"
"Atp2b112",1.0381593502519e-05,0.318021049269928,0.757,0.464,"20","Atp2b1"
"Tmem87b",1.05406711740532e-05,0.28253178569121,0.286,0.082,"20","Tmem87b"
"Atraid3",1.05592406712594e-05,0.359117187266395,0.557,0.268,"20","Atraid"
"Mvb12b",1.06019492167536e-05,0.330388064743404,0.271,0.072,"20","Mvb12b"
"Acat1",1.07374516189103e-05,0.328185464408893,0.443,0.181,"20","Acat1"
"Jade11",1.14719023562844e-05,0.302700455200436,0.257,0.065,"20","Jade1"
"Dock7",1.15364259975306e-05,0.253092091277312,0.286,0.084,"20","Dock7"
"Zmpste24",1.16599370043595e-05,0.318397703673761,0.329,0.117,"20","Zmpste24"
"Sep156",1.22943328785105e-05,0.380087619092679,0.857,0.615,"20","Sep15"
"Ccdc342",1.36079403822119e-05,0.253907123724222,0.286,0.088,"20","Ccdc34"
"Chmp2a1",1.41716189525195e-05,0.420966330570783,0.743,0.476,"20","Chmp2a"
"1110004F10Rik2",1.46955680910549e-05,0.336592042831194,0.629,0.335,"20","1110004F10Rik"
"Zfp260",1.50085721572423e-05,0.255629132115538,0.271,0.079,"20","Zfp260"
"Otud7b1",1.53775104063221e-05,0.271815827754093,0.271,0.079,"20","Otud7b"
"Smim10l12",1.60346870041985e-05,0.273597948710669,0.443,0.194,"20","Smim10l1"
"Rrp12",1.6074816896495e-05,0.251517869902511,0.529,0.269,"20","Rrp1"
"Mmadhc",1.61808789302755e-05,0.252320018543329,0.314,0.104,"20","Mmadhc"
"Bag14",1.71081604887073e-05,0.345876868161924,0.7,0.412,"20","Bag1"
"Wwc12",1.78546999875674e-05,0.315341870695031,0.357,0.128,"20","Wwc1"
"Ebna1bp2",1.78957134597745e-05,0.271091434072324,0.414,0.174,"20","Ebna1bp2"
"Ndufs31",1.8134606222957e-05,0.319560550203615,0.543,0.272,"20","Ndufs3"
"Sp3",1.85656227514549e-05,0.29335780074613,0.386,0.155,"20","Sp3"
"Tpd52l2",1.87670503973866e-05,0.44008838259973,0.414,0.2,"20","Tpd52l2"
"Cox19",1.88470869173673e-05,0.326271193294074,0.371,0.137,"20","Cox19"
"Bnip3l6",1.90357247200141e-05,0.342236539022448,0.8,0.517,"20","Bnip3l"
"Gid8",1.91300698329145e-05,0.269060072261067,0.343,0.123,"20","Gid8"
"Mycbp1",2.01945325205453e-05,0.274594194973344,0.386,0.152,"20","Mycbp"
"Daam12",2.02045830779058e-05,0.349054659130871,0.3,0.092,"20","Daam1"
"Aktip",2.06376128612462e-05,0.30148415999552,0.271,0.077,"20","Aktip"
"Pttg1ip3",2.19578228673404e-05,0.358591612955841,0.443,0.187,"20","Pttg1ip"
"Birc21",2.45936080993559e-05,0.267947680473367,0.257,0.077,"20","Birc2"
"AW549877",2.48485052166728e-05,0.260939767196396,0.257,0.075,"20","AW549877"
"Glrx21",2.51053648318767e-05,0.31879130814421,0.457,0.214,"20","Glrx2"
"Cfap361",2.54105148830734e-05,0.294702193121797,0.329,0.113,"20","Cfap36"
"Serinc15",2.66894124968628e-05,0.305369162975818,0.543,0.271,"20","Serinc1"
"B230219D22Rik4",2.72427509937956e-05,0.381388526301646,0.514,0.244,"20","B230219D22Rik"
"Unc119b1",2.78654351158251e-05,0.283446603317522,0.257,0.071,"20","Unc119b"
"Rexo29",2.88336611558629e-05,0.270808204324208,0.643,0.368,"20","Rexo2"
"Marveld12",2.93063907914125e-05,0.299080783724862,0.329,0.114,"20","Marveld1"
"Stxbp31",3.00904481181801e-05,0.255477326832101,0.386,0.16,"20","Stxbp3"
"Psmb53",3.21040322214696e-05,0.275246595253469,0.7,0.42,"20","Psmb5"
"Mgat23",3.33366751922065e-05,0.302915465191968,0.5,0.239,"20","Mgat2"
"Toporsos",3.37221394063936e-05,0.339679332123202,0.471,0.225,"20","Toporsos"
"Gaa1",3.47528845757775e-05,0.314802047246566,0.314,0.106,"20","Gaa"
"Scarb29",3.48535701875878e-05,0.388230574695181,0.614,0.335,"20","Scarb2"
"Cnep1r1",3.72148422351472e-05,0.311454454842163,0.3,0.096,"20","Cnep1r1"
"Surf44",3.78327124144242e-05,0.293717016970333,0.543,0.275,"20","Surf4"
"Romo16",3.81563973281805e-05,0.296129092891621,0.829,0.567,"20","Romo1"
"Arpc1a6",3.93456888992867e-05,0.321842680257977,0.643,0.379,"20","Arpc1a"
"Stx711",4.00155080294269e-05,0.260253770866417,0.586,0.323,"20","Stx7"
"Cnbp4",4.05858561818287e-05,0.293664616106652,0.8,0.532,"20","Cnbp"
"Ets22",4.12185453585103e-05,0.250088837632557,0.3,0.105,"20","Ets2"
"Chmp5",4.19651743766979e-05,0.308256573644786,0.614,0.335,"20","Chmp5"
"Tmem106b1",4.21724302152904e-05,0.284141299249546,0.343,0.125,"20","Tmem106b"
"Ywhah10",4.29245721600371e-05,0.303037602062502,0.757,0.479,"20","Ywhah"
"Ufc11",4.6474443629673e-05,0.317204634765116,0.586,0.314,"20","Ufc1"
"Hint23",4.890581895801e-05,0.28261608637164,0.5,0.248,"20","Hint2"
"Ndufa21",5.01175255208708e-05,0.307605927196912,0.929,0.785,"20","Ndufa2"
"Mapk310",5.04858814272129e-05,0.252035439553067,0.614,0.348,"20","Mapk3"
"Nucb213",5.06701569029681e-05,0.354126615189353,0.529,0.273,"20","Nucb2"
"Fnta",5.1948423587858e-05,0.265274295788537,0.443,0.202,"20","Fnta"
"Mlec1",5.21212536605404e-05,0.339392644603169,0.471,0.228,"20","Mlec"
"Atp5j22",5.48141588898797e-05,0.259278959096874,0.957,0.761,"20","Atp5j2"
"Hipk31",5.59581018001634e-05,0.377452120914651,0.357,0.135,"20","Hipk3"
"Mdfic2",5.81747722721274e-05,0.252442518231875,0.343,0.159,"20","Mdfic"
"Itm2c8",5.83183407017795e-05,0.392174704277368,0.629,0.365,"20","Itm2c"
"Polr2i2",5.88853541182124e-05,0.253273960310479,0.543,0.288,"20","Polr2i"
"Fads11",6.00891770179632e-05,0.255995522986106,0.314,0.114,"20","Fads1"
"Urod",6.01381646144247e-05,0.280856007215053,0.314,0.108,"20","Urod"
"Ostc3",6.20161290329384e-05,0.326662819433265,0.7,0.421,"20","Ostc"
"Arfgef1",6.26841358193204e-05,0.252930838698544,0.443,0.209,"20","Arfgef1"
"Zfp36l110",6.31774016073212e-05,0.277865965536406,0.714,0.448,"20","Zfp36l1"
"Wdr83os1",6.36289551209526e-05,0.318891462327935,0.571,0.305,"20","Wdr83os"
"Hnrnph12",6.43214904881493e-05,0.35716570080803,0.614,0.345,"20","Hnrnph1"
"1110065P20Rik",6.61903905906512e-05,0.313805782992076,0.286,0.09,"20","1110065P20Rik"
"Ndufb25",6.63637609784799e-05,0.379642126698592,0.671,0.403,"20","Ndufb2"
"Sec61a11",6.80772361245529e-05,0.294284097519628,0.486,0.233,"20","Sec61a1"
"Lrp10",7.16047235128613e-05,0.390510455573597,0.514,0.256,"20","Lrp10"
"Dctn3",7.21616025124952e-05,0.362740060956196,0.614,0.348,"20","Dctn3"
"Dynlrb12",7.30756294452572e-05,0.334763390041177,0.786,0.525,"20","Dynlrb1"
"Sdf41",7.33415594636448e-05,0.344754210650781,0.657,0.392,"20","Sdf4"
"Mknk21",7.34509629647197e-05,0.287965996419294,0.429,0.191,"20","Mknk2"
"Ssb3",7.55905694966803e-05,0.297863321858059,0.671,0.399,"20","Ssb"
"Calm26",7.70629750502401e-05,0.352656299782239,0.886,0.736,"20","Calm2"
"Stt3b3",8.05912766010959e-05,0.288810983610738,0.443,0.21,"20","Stt3b"
"Sept29",8.36268999537572e-05,0.297235915667942,0.557,0.298,"20","Sept2"
"Ndufs52",9.68486449946396e-05,0.292726841422569,0.771,0.507,"20","Ndufs5"
"Ormdl2",9.89991532843136e-05,0.294829685654618,0.457,0.214,"20","Ormdl2"
"Clcn4",0.000101772352400697,0.257120507871972,0.357,0.156,"20","Clcn4"
"Pdap13",0.000102480088036385,0.310020394726615,0.657,0.388,"20","Pdap1"
"Nr3c15",0.000106024426512766,0.311811522287995,0.5,0.248,"20","Nr3c1"
"Ndufaf2",0.000107476350282556,0.299215440532384,0.3,0.103,"20","Ndufaf2"
"Meaf6",0.000113416505785082,0.25234152817201,0.271,0.094,"20","Meaf6"
"Sec11a3",0.000115092059270669,0.323107309904319,0.586,0.321,"20","Sec11a"
"Trpm7",0.000121888772549034,0.323676419084356,0.329,0.12,"20","Trpm7"
"Slc35f5",0.000122831077461361,0.286257776109312,0.257,0.079,"20","Slc35f5"
"Lgals81",0.000133604572175938,0.305975201048387,0.343,0.138,"20","Lgals8"
"Mrpl232",0.000138090797211851,0.255743913749843,0.6,0.345,"20","Mrpl23"
"Polr2f3",0.000149843623881995,0.313365461086942,0.629,0.371,"20","Polr2f"
"Eif4g27",0.000156435884004714,0.325863084409006,0.8,0.551,"20","Eif4g2"
"Stk11",0.000168326276529493,0.310738347869123,0.386,0.167,"20","Stk11"
"Suclg12",0.000179325302326677,0.31450971949111,0.514,0.264,"20","Suclg1"
"Bbx",0.000182289868685194,0.306547371551854,0.329,0.125,"20","Bbx"
"Btg29",0.000194559226697806,0.406657402995699,0.7,0.463,"20","Btg2"
"Creb3",0.000196528006021365,0.254002402789519,0.314,0.121,"20","Creb3"
"Psme16",0.000206046514705815,0.352131845546758,0.8,0.578,"20","Psme1"
"Cnih44",0.000208047967398503,0.312921959759011,0.514,0.266,"20","Cnih4"
"Smdt17",0.000219149618903081,0.261432990454441,0.857,0.655,"20","Smdt1"
"1810043H04Rik1",0.000234344403887971,0.26935709502222,0.543,0.297,"20","1810043H04Rik"
"Eva1b3",0.000234368391553652,0.312105592982457,0.386,0.168,"20","Eva1b"
"Man2a12",0.000237762997244649,0.325909537105329,0.4,0.177,"20","Man2a1"
"Psmc32",0.000241115170513748,0.316506315251319,0.543,0.293,"20","Psmc3"
"Eny21",0.000244118111648249,0.324369594324436,0.529,0.278,"20","Eny2"
"Tulp41",0.00025781879909133,0.303677873690779,0.343,0.14,"20","Tulp4"
"Ide1",0.000258536662914013,0.283076865533339,0.371,0.162,"20","Ide"
"Plin31",0.000267109127622705,0.299638085137456,0.386,0.167,"20","Plin3"
"Tmem1094",0.000272970129489594,0.293719568468956,0.429,0.2,"20","Tmem109"
"Ndufb92",0.000283594564300153,0.272435146493529,0.814,0.587,"20","Ndufb9"
"Glul11",0.000287374386396018,0.303301432157229,0.586,0.339,"20","Glul"
"Sptssa8",0.000295825268334765,0.292664899446903,0.6,0.352,"20","Sptssa"
"Gorasp2",0.000301938898831562,0.300837863693806,0.429,0.201,"20","Gorasp2"
"Cox6b14",0.000304979562192096,0.298171758829438,0.9,0.821,"20","Cox6b1"
"Rcn22",0.000319941292541394,0.259317005412531,0.329,0.132,"20","Rcn2"
"Psmc62",0.000357268268948152,0.253489027851516,0.414,0.197,"20","Psmc6"
"Srp54b1",0.000357872046550127,0.321845608097899,0.457,0.224,"20","Srp54b"
"Copa2",0.000359526534664288,0.250998369158151,0.5,0.27,"20","Copa"
"Cox6c4",0.000381823781674631,0.260880733013552,0.971,0.856,"20","Cox6c"
"Cldnd12",0.000389479965819843,0.305459705844422,0.371,0.163,"20","Cldnd1"
"Cyc11",0.000410108356205788,0.271575158315451,0.529,0.29,"20","Cyc1"
"Sidt21",0.000433346225067347,0.289212576272622,0.329,0.133,"20","Sidt2"
"Spcs13",0.000433486036077673,0.295366900383556,0.743,0.494,"20","Spcs1"
"Rpn19",0.000527384255589841,0.280050826786607,0.586,0.341,"20","Rpn1"
"Ehmt21",0.000572015321536215,0.255245603618374,0.329,0.136,"20","Ehmt2"
"Pip5k1a",0.000575407461458161,0.3076552658686,0.3,0.114,"20","Pip5k1a"
"Mlf23",0.000575780006495827,0.294789561116742,0.557,0.316,"20","Mlf2"
"Dpm2",0.00058131731887484,0.27679503433247,0.329,0.135,"20","Dpm2"
"Cbx32",0.000590718712825884,0.26927694699627,0.543,0.307,"20","Cbx3"
"Yipf1",0.000593229367935035,0.260546339215312,0.357,0.157,"20","Yipf1"
"Yipf31",0.000621734497591697,0.292238530801607,0.471,0.248,"20","Yipf3"
"Yipf4",0.000640384429804059,0.309143899390651,0.5,0.267,"20","Yipf4"
"Commd31",0.000642652645965847,0.281564484322688,0.443,0.227,"20","Commd3"
"Ube2r2",0.000716332825057038,0.257043044328887,0.486,0.264,"20","Ube2r2"
"Anapc53",0.000719810110691276,0.277981964789108,0.457,0.234,"20","Anapc5"
"mt-Nd4l11",0.000727634511443067,0.311047873303955,0.843,0.627,"20","mt-Nd4l"
"Ankrd123",0.000742362128750765,0.279985611285576,0.486,0.26,"20","Ankrd12"
"Stx4a1",0.000772792267455381,0.253585450561208,0.429,0.217,"20","Stx4a"
"Psmb108",0.000791662361872152,0.266178083829539,0.543,0.323,"20","Psmb10"
"Atp5d1",0.000805978049515555,0.276030473801502,0.871,0.693,"20","Atp5d"
"Erlec1",0.000818754059538401,0.285195872886629,0.286,0.113,"20","Erlec1"
"Minos14",0.000864371926558046,0.319818569867926,0.814,0.634,"20","Minos1"
"Cox5b5",0.000875451240671956,0.254458681899688,0.886,0.684,"20","Cox5b"
"2310036O22Rik",0.000908736877697295,0.276135825708267,0.743,0.506,"20","2310036O22Rik"
"Chd39",0.00100099953728236,0.293469684358218,0.471,0.254,"20","Chd3"
"Eif1a",0.00113039657317839,0.305637552650094,0.414,0.208,"20","Eif1a"
"Psme24",0.00119036630667233,0.263869289254933,0.729,0.499,"20","Psme2"
"Arcn11",0.00121417564075645,0.294995821630656,0.4,0.193,"20","Arcn1"
"Shc1",0.00122523697456433,0.269035912279848,0.314,0.131,"20","Shc1"
"Tmem1592",0.00145573115121025,0.259276439261747,0.343,0.153,"20","Tmem159"
"Sdhc2",0.0016133227302759,0.265364960316167,0.457,0.243,"20","Sdhc"
"Ndufb72",0.00169557875601089,0.302033401878039,0.786,0.587,"20","Ndufb7"
"Nsrp1",0.00188009902355139,0.260200115602703,0.386,0.191,"20","Nsrp1"
"Creld22",0.00190056871366168,0.298708134890998,0.343,0.156,"20","Creld2"
"Pfdn11",0.00192628387760389,0.284508523846563,0.514,0.295,"20","Pfdn1"
"Rnaseh2c5",0.00201570482102141,0.25468699136601,0.486,0.276,"20","Rnaseh2c"
"Ndufb63",0.00211183529367236,0.278231969559968,0.543,0.359,"20","Ndufb6"
"Abhd17a1",0.0021692608722808,0.256821923084592,0.4,0.228,"20","Abhd17a"
"Rabl6",0.00245449030970688,0.254642247803925,0.271,0.112,"20","Rabl6"
"Eapp",0.00277468085624484,0.279829144327921,0.414,0.25,"20","Eapp"
"Chchd11",0.00309261434721211,0.257056358070993,0.529,0.316,"20","Chchd1"
"Ptp4a24",0.00356244528278441,0.287344609981705,0.7,0.507,"20","Ptp4a2"
"Ilk1",0.0036621685158133,0.320199650918969,0.443,0.249,"20","Ilk"
"Mtss12",0.00475481531219379,0.275863577476606,0.343,0.168,"20","Mtss1"
"Taok11",0.00745562505997317,0.252799218171557,0.371,0.196,"20","Taok1"
"Prdx615",0,3.02215015886617,1,0.492,"21","Prdx6"
"Ager21",1.88115527019049e-283,4.13817403408949,1,0.275,"21","Ager"
"Vegfa1",2.04861896753987e-243,2.91629051670324,0.985,0.074,"21","Vegfa"
"Hopx1",6.90988754239999e-228,2.86093234396069,0.985,0.108,"21","Hopx"
"Krt72",1.88138130373964e-220,2.86656087738148,0.985,0.078,"21","Krt7"
"Mthfd11",1.31108873651384e-213,2.40832480885007,0.91,0.107,"21","Mthfd1"
"Gprc5a1",3.16016604123787e-202,2.45516071380979,0.955,0.124,"21","Gprc5a"
"Aqp51",2.93798060610364e-201,2.88973805643633,0.985,0.191,"21","Aqp5"
"Cryab3",2.72043206112697e-200,2.77032541269982,0.97,0.101,"21","Cryab"
"Clic33",4.7130852331313e-197,2.6338062284386,0.955,0.142,"21","Clic3"
"Sparc4",1.1663697292953e-185,3.18380575387575,0.985,0.188,"21","Sparc"
"Igfbp2",4.62104904949902e-182,3.17459008492935,0.97,0.01,"21","Igfbp2"
"Col4a3",6.06924678159066e-178,2.26409521017008,0.955,0.02,"21","Col4a3"
"Rtkn2",9.9558779782035e-174,2.52933591734594,0.97,0.009,"21","Rtkn2"
"Lmo74",6.55661983805719e-172,2.40453844383085,0.985,0.141,"21","Lmo7"
"Cyp2b101",1.96906642235493e-171,2.56127145332031,0.985,0.077,"21","Cyp2b10"
"Col4a41",1.70244788287231e-168,2.1758187832397,0.94,0.041,"21","Col4a4"
"Mal22",5.11369782869628e-158,2.16397146307059,0.97,0.147,"21","Mal2"
"Limch13",2.32015247131174e-146,2.34594302658755,1,0.099,"21","Limch1"
"Akap5",3.04478985048936e-145,2.15265780556309,0.925,0.026,"21","Akap5"
"Clic52",4.40727226325125e-140,2.72239911664192,1,0.095,"21","Clic5"
"Myo1b2",2.62939608811069e-139,1.95883386890092,0.955,0.064,"21","Myo1b"
"Spock21",9.59855322002182e-137,2.4407062427152,0.91,0.012,"21","Spock2"
"Pdpn1",1.20189648681039e-133,2.2525920072805,0.94,0.029,"21","Pdpn"
"Icam15",7.12628961900383e-133,2.08502624549982,0.925,0.233,"21","Icam1"
"Ndnf",2.16258767581736e-128,2.23521576722372,0.91,0.039,"21","Ndnf"
"Emp25",8.05798411842287e-128,2.54453719689607,1,0.227,"21","Emp2"
"Tspan84",1.86850206860739e-127,2.2445488509246,0.955,0.099,"21","Tspan8"
"Scnn1g",2.935128854829e-126,1.85434648698771,0.881,0.013,"21","Scnn1g"
"Cadm13",3.82078711186134e-119,1.98608205581291,0.94,0.182,"21","Cadm1"
"Pxdc12",1.46192912231594e-116,2.36285218680084,0.97,0.055,"21","Pxdc1"
"Pdgfa2",3.2147081300224e-115,1.88942366928561,0.925,0.082,"21","Pdgfa"
"Cystm14",5.67170510262897e-114,2.15868841468368,0.94,0.227,"21","Cystm1"
"Timp34",3.19136281752352e-112,2.66015296182985,1,0.099,"21","Timp3"
"Igfbp62",2.23704768809142e-111,2.57151729515572,1,0.133,"21","Igfbp6"
"Bdnf1",6.22281451466076e-110,1.76047210310917,0.776,0.004,"21","Bdnf"
"Ier34",9.09020770775432e-110,2.28128235476685,0.97,0.19,"21","Ier3"
